time,power_output,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
2005-01-01 00:11:00,0.0,0.0,0.0,0.0,0.0,6.89,3.59,0.0
2005-01-01 01:11:00,0.0,0.0,0.0,0.0,0.0,6.83,3.45,0.0
2005-01-01 02:11:00,0.0,0.0,0.0,0.0,0.0,6.8,3.24,0.0
2005-01-01 03:11:00,0.0,0.0,0.0,0.0,0.0,6.38,2.83,0.0
2005-01-01 04:11:00,0.0,0.0,0.0,0.0,0.0,6.24,2.62,0.0   
2005-01-01 05:11:00,0.0,0.0,0.0,0.0,0.0,6.01,2.48,0.0
2005-01-01 06:11:00,0.0,0.0,0.0,0.0,0.0,5.6,2.41,0.0
2005-01-01 07:11:00,0.0,0.0,0.0,0.0,0.0,5.36,2.07,0.0
2005-01-01 08:11:00,29.16,2.0,16.73,0.0,5.04,4.8,1.79,0.0
2005-01-01 09:11:00,297.68,49.0,57.0,0.0,10.15,4.71,1.79,0.0
2005-01-01 10:11:00,95.4,0.0,38.0,0.0,13.39,4.66,2.0,0.0
2005-01-01 11:11:00,36.14,0.0,20.0,0.0,14.47,4.84,1.79,0.0
2005-01-01 12:11:00,163.89,0.0,57.0,0.0,13.31,5.1,1.72,0.0
2005-01-01 13:11:00,149.08,0.0,53.0,0.0,9.99,5.06,1.66,0.0
2005-01-01 14:11:00,27.27,0.0,17.0,0.0,4.82,5.23,1.93,0.0
2005-01-01 15:11:00,0.0,0.0,0.0,0.0,0.0,4.85,2.28,0.0
2005-01-01 16:11:00,0.0,0.0,0.0,0.0,0.0,4.46,2.55,0.0
2005-01-01 17:11:00,0.0,0.0,0.0,0.0,0.0,4.51,2.69,0.0
2005-01-01 18:11:00,0.0,0.0,0.0,0.0,0.0,4.51,2.9,0.0
2005-01-01 19:11:00,0.0,0.0,0.0,0.0,0.0,4.45,2.9,0.0
2005-01-01 20:11:00,0.0,0.0,0.0,0.0,0.0,4.32,3.24,0.0
2005-01-01 21:11:00,0.0,0.0,0.0,0.0,0.0,4.21,3.24,0.0
2005-01-01 22:11:00,0.0,0.0,0.0,0.0,0.0,4.41,3.72,0.0
2005-01-01 23:11:00,0.0,0.0,0.0,0.0,0.0,4.72,4.41,0.0
2005-01-02 00:11:00,0.0,0.0,0.0,0.0,0.0,5.18,4.9,0.0
2005-01-02 01:11:00,0.0,0.0,0.0,0.0,0.0,5.13,4.76,0.0
2005-01-02 02:11:00,0.0,0.0,0.0,0.0,0.0,5.46,5.17,0.0
2005-01-02 03:11:00,0.0,0.0,0.0,0.0,0.0,6.47,5.93,0.0
2005-01-02 04:11:00,0.0,0.0,0.0,0.0,0.0,7.43,6.34,0.0
2005-01-02 05:11:00,0.0,0.0,0.0,0.0,0.0,7.49,6.34,0.0
2005-01-02 06:11:00,0.0,0.0,0.0,0.0,0.0,6.5,6.14,0.0
2005-01-02 07:11:00,0.0,0.0,0.0,0.0,0.0,5.28,6.14,0.0
2005-01-02 08:11:00,41.98,18.0,13.69,0.0,5.07,4.6,6.28,0.0
2005-01-02 09:11:00,342.54,91.01,38.0,0.0,10.2,4.79,6.41,0.0
2005-01-02 10:11:00,626.67,153.01,49.0,0.0,13.46,5.12,6.76,0.0
2005-01-02 11:11:00,213.48,0.0,70.0,0.0,14.56,5.18,6.28,0.0
2005-01-02 12:11:00,33.12,0.0,19.0,0.0,13.41,5.14,6.07,0.0
2005-01-02 13:11:00,24.48,0.0,16.0,0.0,10.11,4.95,6.9,0.0
2005-01-02 14:11:00,64.8,0.0,29.0,0.0,4.94,4.75,6.69,0.0
2005-01-02 15:11:00,0.0,0.0,0.0,0.0,0.0,4.1,6.34,0.0
2005-01-02 16:11:00,0.0,0.0,0.0,0.0,0.0,3.53,6.41,0.0
2005-01-02 17:11:00,0.0,0.0,0.0,0.0,0.0,3.24,6.14,0.0
2005-01-02 18:11:00,0.0,0.0,0.0,0.0,0.0,2.93,6.0,0.0
2005-01-02 19:11:00,0.0,0.0,0.0,0.0,0.0,3.38,6.48,0.0
2005-01-02 20:11:00,0.0,0.0,0.0,0.0,0.0,3.18,6.34,0.0
2005-01-02 21:11:00,0.0,0.0,0.0,0.0,0.0,3.08,6.48,0.0
2005-01-02 22:11:00,0.0,0.0,0.0,0.0,0.0,3.21,6.69,0.0
2005-01-02 23:11:00,0.0,0.0,0.0,0.0,0.0,3.12,6.62,0.0
2005-01-03 00:11:00,0.0,0.0,0.0,0.0,0.0,2.97,6.9,0.0
2005-01-03 01:11:00,0.0,0.0,0.0,0.0,0.0,2.97,7.1,0.0
2005-01-03 02:11:00,0.0,0.0,0.0,0.0,0.0,2.81,6.83,0.0
2005-01-03 03:11:00,0.0,0.0,0.0,0.0,0.0,2.84,6.83,0.0
2005-01-03 04:11:00,0.0,0.0,0.0,0.0,0.0,2.89,6.9,0.0
2005-01-03 05:11:00,0.0,0.0,0.0,0.0,0.0,2.89,6.76,0.0
2005-01-03 06:11:00,0.0,0.0,0.0,0.0,0.0,2.82,6.69,0.0
2005-01-03 07:11:00,0.0,0.0,0.0,0.0,0.0,2.04,5.38,0.0
2005-01-03 08:11:00,20.29,1.0,13.89,0.0,5.11,2.09,5.45,0.0
2005-01-03 09:11:00,212.85,10.0,62.0,0.0,10.26,2.61,5.79,0.0
2005-01-03 10:11:00,591.98,116.01,69.0,0.0,13.53,2.99,6.0,0.0
2005-01-03 11:11:00,455.94,22.0,112.0,0.0,14.65,3.52,5.86,0.0
2005-01-03 12:11:00,78.52,0.0,33.0,0.0,13.52,4.08,5.93,0.0
2005-01-03 13:11:00,21.74,0.0,15.0,0.0,10.23,4.72,6.21,0.0
2005-01-03 14:11:00,115.47,53.01,19.55,0.0,5.07,4.89,6.07,0.0
2005-01-03 15:11:00,0.0,0.0,0.0,0.0,0.0,4.97,5.93,0.0
2005-01-03 16:11:00,0.0,0.0,0.0,0.0,0.0,5.27,6.21,0.0
2005-01-03 17:11:00,0.0,0.0,0.0,0.0,0.0,5.41,6.28,0.0
2005-01-03 18:11:00,0.0,0.0,0.0,0.0,0.0,5.46,5.52,0.0
2005-01-03 19:11:00,0.0,0.0,0.0,0.0,0.0,5.41,5.1,0.0
2005-01-03 20:11:00,0.0,0.0,0.0,0.0,0.0,5.44,5.38,0.0
2005-01-03 21:11:00,0.0,0.0,0.0,0.0,0.0,5.59,5.72,0.0
2005-01-03 22:11:00,0.0,0.0,0.0,0.0,0.0,5.73,6.07,0.0
2005-01-03 23:11:00,0.0,0.0,0.0,0.0,0.0,5.89,6.62,0.0
2005-01-04 00:11:00,0.0,0.0,0.0,0.0,0.0,6.01,6.83,0.0
2005-01-04 01:11:00,0.0,0.0,0.0,0.0,0.0,6.02,6.9,0.0
2005-01-04 02:11:00,0.0,0.0,0.0,0.0,0.0,6.02,6.9,0.0
2005-01-04 03:11:00,0.0,0.0,0.0,0.0,0.0,6.06,6.9,0.0
2005-01-04 04:11:00,0.0,0.0,0.0,0.0,0.0,6.12,6.83,0.0
2005-01-04 05:11:00,0.0,0.0,0.0,0.0,0.0,6.25,6.83,0.0
2005-01-04 06:11:00,0.0,0.0,0.0,0.0,0.0,6.34,6.69,0.0
2005-01-04 07:11:00,0.0,0.0,0.0,0.0,0.0,6.74,6.76,0.0
2005-01-04 08:11:00,6.57,0.0,9.0,0.0,5.16,6.78,6.55,0.0
2005-01-04 09:11:00,35.73,0.0,20.0,0.0,10.33,6.89,6.48,0.0
2005-01-04 10:11:00,222.3,1.0,72.0,0.0,13.62,7.02,6.41,0.0
2005-01-04 11:11:00,57.46,0.0,27.0,0.0,14.75,7.11,6.28,0.0
2005-01-04 12:11:00,41.72,0.0,22.0,0.0,13.63,7.16,6.07,0.0
2005-01-04 13:11:00,21.42,0.0,15.0,0.0,10.35,7.24,5.79,0.0
2005-01-04 14:11:00,4.41,0.0,8.0,0.0,5.2,7.22,5.59,0.0
2005-01-04 15:11:00,0.0,0.0,0.0,0.0,0.0,7.1,5.52,0.0
2005-01-04 16:11:00,0.0,0.0,0.0,0.0,0.0,6.89,5.86,0.0
2005-01-04 17:11:00,0.0,0.0,0.0,0.0,0.0,6.58,6.0,0.0
2005-01-04 18:11:00,0.0,0.0,0.0,0.0,0.0,6.27,5.93,0.0
2005-01-04 19:11:00,0.0,0.0,0.0,0.0,0.0,6.2,5.59,0.0
2005-01-04 20:11:00,0.0,0.0,0.0,0.0,0.0,6.27,5.59,0.0
2005-01-04 21:11:00,0.0,0.0,0.0,0.0,0.0,6.46,5.66,0.0
2005-01-04 22:11:00,0.0,0.0,0.0,0.0,0.0,6.58,5.66,0.0
2005-01-04 23:11:00,0.0,0.0,0.0,0.0,0.0,6.59,5.52,0.0
2005-01-05 00:11:00,0.0,0.0,0.0,0.0,0.0,6.55,5.52,0.0
2005-01-05 01:11:00,0.0,0.0,0.0,0.0,0.0,6.48,5.45,0.0
2005-01-05 02:11:00,0.0,0.0,0.0,0.0,0.0,6.41,5.31,0.0
2005-01-05 03:11:00,0.0,0.0,0.0,0.0,0.0,6.32,5.1,0.0
2005-01-05 04:11:00,0.0,0.0,0.0,0.0,0.0,6.2,4.83,0.0
2005-01-05 05:11:00,0.0,0.0,0.0,0.0,0.0,6.07,4.62,0.0
2005-01-05 06:11:00,0.0,0.0,0.0,0.0,0.0,5.91,4.69,0.0
2005-01-05 07:11:00,0.0,0.0,0.0,0.0,0.0,5.81,5.59,0.0
2005-01-05 08:11:00,8.91,0.0,10.0,0.0,5.22,5.63,5.1,0.0
2005-01-05 09:11:00,191.25,6.0,60.0,0.0,10.4,5.62,4.76,0.0
2005-01-05 10:11:00,376.42,17.0,98.0,0.0,13.71,5.83,4.9,0.0
2005-01-05 11:11:00,721.3,144.01,76.0,0.0,14.86,6.01,4.9,0.0
2005-01-05 12:11:00,450.76,24.0,111.0,0.0,13.76,5.92,4.34,0.0
2005-01-05 13:11:00,343.12,23.0,87.0,0.0,10.49,5.85,3.86,0.0
2005-01-05 14:11:00,122.13,5.0,43.29,0.0,5.34,5.64,3.59,0.0
2005-01-05 15:11:00,0.0,0.0,0.0,0.0,0.0,5.26,3.1,0.0
2005-01-05 16:11:00,0.0,0.0,0.0,0.0,0.0,4.95,2.97,0.0
2005-01-05 17:11:00,0.0,0.0,0.0,0.0,0.0,4.67,2.97,0.0
2005-01-05 18:11:00,0.0,0.0,0.0,0.0,0.0,4.44,3.17,0.0
2005-01-05 19:11:00,0.0,0.0,0.0,0.0,0.0,4.59,3.38,0.0
2005-01-05 20:11:00,0.0,0.0,0.0,0.0,0.0,4.46,3.45,0.0
2005-01-05 21:11:00,0.0,0.0,0.0,0.0,0.0,4.33,3.45,0.0
2005-01-05 22:11:00,0.0,0.0,0.0,0.0,0.0,4.19,3.31,0.0
2005-01-05 23:11:00,0.0,0.0,0.0,0.0,0.0,3.87,3.24,0.0
2005-01-06 00:11:00,0.0,0.0,0.0,0.0,0.0,3.48,3.1,0.0
2005-01-06 01:11:00,0.0,0.0,0.0,0.0,0.0,3.02,3.31,0.0
2005-01-06 02:11:00,0.0,0.0,0.0,0.0,0.0,3.03,3.24,0.0
2005-01-06 03:11:00,0.0,0.0,0.0,0.0,0.0,3.19,3.38,0.0
2005-01-06 04:11:00,0.0,0.0,0.0,0.0,0.0,3.38,3.52,0.0
2005-01-06 05:11:00,0.0,0.0,0.0,0.0,0.0,3.99,3.66,0.0
2005-01-06 06:11:00,0.0,0.0,0.0,0.0,0.0,4.57,4.28,0.0
2005-01-06 07:11:00,0.0,0.0,0.0,0.0,0.0,4.88,4.9,0.0
2005-01-06 08:11:00,42.7,7.0,18.92,0.0,5.28,5.63,5.45,0.0
2005-01-06 09:11:00,41.94,0.0,22.0,0.0,10.48,6.33,6.34,0.0
2005-01-06 10:11:00,601.38,122.01,68.0,0.0,13.81,6.62,6.62,0.0
2005-01-06 11:11:00,119.3,0.0,45.0,0.0,14.98,6.66,6.14,0.0
2005-01-06 12:11:00,527.4,45.0,113.0,0.0,13.89,6.76,6.0,0.0
2005-01-06 13:11:00,57.6,0.0,27.0,0.0,10.63,6.73,5.86,0.0
2005-01-06 14:11:00,80.96,0.0,34.0,0.0,5.49,6.38,4.97,0.0
2005-01-06 15:11:00,0.0,0.0,0.0,0.0,0.0,5.83,4.55,0.0
2005-01-06 16:11:00,0.0,0.0,0.0,0.0,0.0,5.41,4.28,0.0
2005-01-06 17:11:00,0.0,0.0,0.0,0.0,0.0,5.13,4.14,0.0
2005-01-06 18:11:00,0.0,0.0,0.0,0.0,0.0,4.92,4.07,0.0
2005-01-06 19:11:00,0.0,0.0,0.0,0.0,0.0,4.84,4.21,0.0
2005-01-06 20:11:00,0.0,0.0,0.0,0.0,0.0,4.47,4.34,0.0
2005-01-06 21:11:00,0.0,0.0,0.0,0.0,0.0,4.25,4.41,0.0
2005-01-06 22:11:00,0.0,0.0,0.0,0.0,0.0,3.93,4.41,0.0
2005-01-06 23:11:00,0.0,0.0,0.0,0.0,0.0,3.9,4.55,0.0
2005-01-07 00:11:00,0.0,0.0,0.0,0.0,0.0,4.71,4.97,0.0
2005-01-07 01:11:00,0.0,0.0,0.0,0.0,0.0,5.35,5.24,0.0
2005-01-07 02:11:00,0.0,0.0,0.0,0.0,0.0,5.87,5.31,0.0
2005-01-07 03:11:00,0.0,0.0,0.0,0.0,0.0,6.18,5.38,0.0
2005-01-07 04:11:00,0.0,0.0,0.0,0.0,0.0,5.91,5.31,0.0
2005-01-07 05:11:00,0.0,0.0,0.0,0.0,0.0,5.98,5.31,0.0
2005-01-07 06:11:00,0.0,0.0,0.0,0.0,0.0,6.22,5.31,0.0
2005-01-07 07:11:00,0.0,0.0,0.0,0.0,0.0,6.58,4.97,0.0
2005-01-07 08:11:00,11.16,0.0,11.0,0.0,5.35,7.06,5.31,0.0
2005-01-07 09:11:00,29.7,0.0,18.0,0.0,10.56,7.77,5.79,0.0
2005-01-07 10:11:00,44.5,0.0,23.0,0.0,13.91,8.34,6.14,0.0
2005-01-07 11:11:00,35.37,0.0,20.0,0.0,15.1,8.68,6.21,0.0
2005-01-07 12:11:00,53.68,0.0,26.0,0.0,14.02,9.07,6.14,0.0
2005-01-07 13:11:00,60.03,0.0,28.0,0.0,10.78,9.14,5.86,0.0
2005-01-07 14:11:00,10.98,0.0,11.0,0.0,5.64,9.09,5.72,0.0
2005-01-07 15:11:00,0.0,0.0,0.0,0.0,0.0,9.22,5.66,0.0
2005-01-07 16:11:00,0.0,0.0,0.0,0.0,0.0,9.22,5.59,0.0
2005-01-07 17:11:00,0.0,0.0,0.0,0.0,0.0,9.3,5.59,0.0
2005-01-07 18:11:00,0.0,0.0,0.0,0.0,0.0,9.52,5.66,0.0
2005-01-07 19:11:00,0.0,0.0,0.0,0.0,0.0,9.81,5.66,0.0
2005-01-07 20:11:00,0.0,0.0,0.0,0.0,0.0,9.79,5.72,0.0
2005-01-07 21:11:00,0.0,0.0,0.0,0.0,0.0,9.87,5.86,0.0
2005-01-07 22:11:00,0.0,0.0,0.0,0.0,0.0,9.52,5.72,0.0
2005-01-07 23:11:00,0.0,0.0,0.0,0.0,0.0,9.12,5.45,0.0
2005-01-08 00:11:00,0.0,0.0,0.0,0.0,0.0,8.63,5.17,0.0
2005-01-08 01:11:00,0.0,0.0,0.0,0.0,0.0,8.1,5.1,0.0
2005-01-08 02:11:00,0.0,0.0,0.0,0.0,0.0,7.69,5.17,0.0
2005-01-08 03:11:00,0.0,0.0,0.0,0.0,0.0,7.53,5.24,0.0
2005-01-08 04:11:00,0.0,0.0,0.0,0.0,0.0,7.62,5.31,0.0
2005-01-08 05:11:00,0.0,0.0,0.0,0.0,0.0,7.56,5.17,0.0
2005-01-08 06:11:00,0.0,0.0,0.0,0.0,0.0,7.39,5.17,0.0
2005-01-08 07:11:00,0.0,0.0,0.0,0.0,0.0,7.44,5.38,0.0
2005-01-08 08:11:00,43.56,8.0,18.8,0.0,5.42,7.56,5.66,0.0
2005-01-08 09:11:00,353.43,88.01,43.0,0.0,10.66,8.41,6.21,0.0
2005-01-08 10:11:00,607.86,128.01,66.0,0.0,14.03,9.47,6.83,0.0
2005-01-08 11:11:00,768.46,179.01,60.0,0.0,15.23,10.46,7.31,0.0
2005-01-08 12:11:00,702.22,155.01,68.0,0.0,14.17,11.07,7.45,0.0
2005-01-08 13:11:00,40.72,0.0,22.0,0.0,10.93,11.38,7.45,0.0
2005-01-08 14:11:00,15.66,0.0,13.0,0.0,5.8,11.43,7.59,0.0
2005-01-08 15:11:00,0.0,0.0,0.0,0.0,0.0,11.4,8.0,0.0
2005-01-08 16:11:00,0.0,0.0,0.0,0.0,0.0,11.17,8.34,0.0
2005-01-08 17:11:00,0.0,0.0,0.0,0.0,0.0,10.14,8.28,0.0
2005-01-08 18:11:00,0.0,0.0,0.0,0.0,0.0,9.67,8.55,0.0
2005-01-08 19:11:00,0.0,0.0,0.0,0.0,0.0,8.0,7.45,0.0
2005-01-08 20:11:00,0.0,0.0,0.0,0.0,0.0,7.39,8.0,0.0
2005-01-08 21:11:00,0.0,0.0,0.0,0.0,0.0,6.86,7.93,0.0
2005-01-08 22:11:00,0.0,0.0,0.0,0.0,0.0,6.45,7.66,0.0
2005-01-08 23:11:00,0.0,0.0,0.0,0.0,0.0,6.11,7.38,0.0
2005-01-09 00:11:00,0.0,0.0,0.0,0.0,0.0,5.81,7.1,0.0
2005-01-09 01:11:00,0.0,0.0,0.0,0.0,0.0,5.47,6.69,0.0
2005-01-09 02:11:00,0.0,0.0,0.0,0.0,0.0,5.14,6.28,0.0
2005-01-09 03:11:00,0.0,0.0,0.0,0.0,0.0,4.78,6.0,0.0
2005-01-09 04:11:00,0.0,0.0,0.0,0.0,0.0,4.47,5.93,0.0
2005-01-09 05:11:00,0.0,0.0,0.0,0.0,0.0,4.3,6.07,0.0
2005-01-09 06:11:00,0.0,0.0,0.0,0.0,0.0,4.3,6.07,0.0
2005-01-09 07:11:00,0.0,0.0,0.0,0.0,0.0,4.15,5.93,0.0
2005-01-09 08:11:00,48.46,9.0,19.61,0.0,5.51,4.55,6.21,0.0
2005-01-09 09:11:00,354.64,78.01,49.0,0.0,10.76,5.4,6.62,0.0
2005-01-09 10:11:00,637.25,135.01,65.0,0.0,14.15,6.44,6.41,0.0
2005-01-09 11:11:00,774.32,165.01,70.0,0.0,15.37,7.15,7.1,0.0
2005-01-09 12:11:00,67.05,0.0,30.0,0.0,14.32,7.69,6.07,0.0
2005-01-09 13:11:00,24.03,0.0,16.0,0.0,11.09,7.91,7.45,0.0
2005-01-09 14:11:00,11.07,0.0,11.0,0.0,5.96,8.01,6.55,0.0
2005-01-09 15:11:00,0.0,0.0,0.0,0.0,0.0,7.82,5.72,0.0
2005-01-09 16:11:00,0.0,0.0,0.0,0.0,0.0,7.29,5.17,0.0
2005-01-09 17:11:00,0.0,0.0,0.0,0.0,0.0,7.02,4.9,0.0
2005-01-09 18:11:00,0.0,0.0,0.0,0.0,0.0,6.89,4.62,0.0
2005-01-09 19:11:00,0.0,0.0,0.0,0.0,0.0,6.67,4.14,0.0
2005-01-09 20:11:00,0.0,0.0,0.0,0.0,0.0,6.03,3.79,0.0
2005-01-09 21:11:00,0.0,0.0,0.0,0.0,0.0,5.53,3.66,0.0
2005-01-09 22:11:00,0.0,0.0,0.0,0.0,0.0,5.27,3.86,0.0
2005-01-09 23:11:00,0.0,0.0,0.0,0.0,0.0,5.16,3.79,0.0
2005-01-10 00:11:00,0.0,0.0,0.0,0.0,0.0,5.06,3.72,0.0
2005-01-10 01:11:00,0.0,0.0,0.0,0.0,0.0,4.76,4.14,0.0
2005-01-10 02:11:00,0.0,0.0,0.0,0.0,0.0,4.54,4.34,0.0
2005-01-10 03:11:00,0.0,0.0,0.0,0.0,0.0,4.82,4.41,0.0
2005-01-10 04:11:00,0.0,0.0,0.0,0.0,0.0,5.78,4.55,0.0
2005-01-10 05:11:00,0.0,0.0,0.0,0.0,0.0,6.55,4.69,0.0
2005-01-10 06:11:00,0.0,0.0,0.0,0.0,0.0,7.26,4.76,0.0
2005-01-10 07:11:00,0.0,0.0,0.0,0.0,0.0,8.28,4.83,0.0
2005-01-10 08:11:00,31.64,2.0,17.74,0.0,5.6,8.55,4.83,0.0
2005-01-10 09:11:00,297.94,37.0,66.0,0.0,10.87,9.07,5.03,0.0
2005-01-10 10:11:00,635.31,146.01,58.0,0.0,14.27,10.16,5.17,0.0
2005-01-10 11:11:00,748.53,162.01,70.0,0.0,15.51,11.03,4.21,0.0
2005-01-10 12:11:00,498.87,36.0,116.0,0.0,14.48,11.63,4.28,0.0
2005-01-10 13:11:00,505.66,116.01,61.0,0.0,11.26,12.01,5.59,0.0
2005-01-10 14:11:00,100.53,1.0,40.0,0.0,6.14,12.04,5.17,0.0
2005-01-10 15:11:00,0.0,0.0,0.0,0.0,-0.51,11.71,5.03,0.0
2005-01-10 16:11:00,0.0,0.0,0.0,0.0,0.0,11.16,4.83,0.0
2005-01-10 17:11:00,0.0,0.0,0.0,0.0,0.0,10.42,4.62,0.0
2005-01-10 18:11:00,0.0,0.0,0.0,0.0,0.0,9.89,4.69,0.0
2005-01-10 19:11:00,0.0,0.0,0.0,0.0,0.0,9.0,4.9,0.0
2005-01-10 20:11:00,0.0,0.0,0.0,0.0,0.0,8.63,4.83,0.0
2005-01-10 21:11:00,0.0,0.0,0.0,0.0,0.0,8.38,4.69,0.0
2005-01-10 22:11:00,0.0,0.0,0.0,0.0,0.0,8.06,4.62,0.0
2005-01-10 23:11:00,0.0,0.0,0.0,0.0,0.0,7.72,4.48,0.0
2005-01-11 00:11:00,0.0,0.0,0.0,0.0,0.0,7.35,4.34,0.0
2005-01-11 01:11:00,0.0,0.0,0.0,0.0,0.0,7.08,4.21,0.0
2005-01-11 02:11:00,0.0,0.0,0.0,0.0,0.0,7.0,4.21,0.0
2005-01-11 03:11:00,0.0,0.0,0.0,0.0,0.0,7.45,4.14,0.0
2005-01-11 04:11:00,0.0,0.0,0.0,0.0,0.0,7.89,3.86,0.0
2005-01-11 05:11:00,0.0,0.0,0.0,0.0,0.0,7.92,3.72,0.0
2005-01-11 06:11:00,0.0,0.0,0.0,0.0,0.0,7.37,3.66,0.0
2005-01-11 07:11:00,0.0,0.0,0.0,0.0,0.0,8.16,3.66,0.0
2005-01-11 08:11:00,11.02,0.0,11.0,0.0,5.69,8.28,3.45,0.0
2005-01-11 09:11:00,111.02,0.0,43.0,0.0,10.99,8.42,3.45,0.0
2005-01-11 10:11:00,41.36,0.0,22.0,0.0,14.41,8.55,3.38,0.0
2005-01-11 11:11:00,132.21,0.0,49.0,0.0,15.67,8.63,3.31,0.0
2005-01-11 12:11:00,79.88,0.0,34.0,0.0,14.64,8.81,3.24,0.0
2005-01-11 13:11:00,63.27,0.0,29.0,0.0,11.43,8.96,3.17,0.0
2005-01-11 14:11:00,35.28,0.0,20.0,0.0,6.31,9.09,3.17,0.0
2005-01-11 15:11:00,0.0,0.0,0.0,0.0,-0.33,9.04,3.03,0.0
2005-01-11 16:11:00,0.0,0.0,0.0,0.0,0.0,8.8,2.83,0.0
2005-01-11 17:11:00,0.0,0.0,0.0,0.0,0.0,8.37,2.76,0.0
2005-01-11 18:11:00,0.0,0.0,0.0,0.0,0.0,7.77,2.76,0.0
2005-01-11 19:11:00,0.0,0.0,0.0,0.0,0.0,7.36,3.1,0.0
2005-01-11 20:11:00,0.0,0.0,0.0,0.0,0.0,6.78,3.45,0.0
2005-01-11 21:11:00,0.0,0.0,0.0,0.0,0.0,6.41,3.66,0.0
2005-01-11 22:11:00,0.0,0.0,0.0,0.0,0.0,5.88,3.72,0.0
2005-01-11 23:11:00,0.0,0.0,0.0,0.0,0.0,5.56,3.86,0.0
2005-01-12 00:11:00,0.0,0.0,0.0,0.0,0.0,5.33,3.86,0.0
2005-01-12 01:11:00,0.0,0.0,0.0,0.0,0.0,5.41,3.79,0.0
2005-01-12 02:11:00,0.0,0.0,0.0,0.0,0.0,6.04,3.86,0.0
2005-01-12 03:11:00,0.0,0.0,0.0,0.0,0.0,6.99,3.86,0.0
2005-01-12 04:11:00,0.0,0.0,0.0,0.0,0.0,7.68,3.79,0.0
2005-01-12 05:11:00,0.0,0.0,0.0,0.0,0.0,7.91,3.79,0.0
2005-01-12 06:11:00,0.0,0.0,0.0,0.0,0.0,8.17,3.79,0.0
2005-01-12 07:11:00,0.0,0.0,0.0,0.0,0.0,8.57,3.59,0.0
2005-01-12 08:11:00,0.0,0.0,3.0,0.0,5.8,8.67,3.59,0.0
2005-01-12 09:11:00,38.3,0.0,21.0,0.0,11.11,8.77,3.79,0.0
2005-01-12 10:11:00,66.6,0.0,30.0,0.0,14.55,8.84,3.86,0.0
2005-01-12 11:11:00,41.36,0.0,22.0,0.0,15.83,8.73,3.93,0.0
2005-01-12 12:11:00,86.58,0.0,36.0,0.0,14.81,8.92,3.93,0.0
2005-01-12 13:11:00,41.26,0.0,22.0,0.0,11.61,9.09,3.79,0.0
2005-01-12 14:11:00,26.64,0.0,17.0,0.0,6.49,9.13,3.72,0.0
2005-01-12 15:11:00,0.0,0.0,0.0,0.0,-0.15,8.87,3.79,0.0
2005-01-12 16:11:00,0.0,0.0,0.0,0.0,0.0,8.24,3.72,0.0
2005-01-12 17:11:00,0.0,0.0,0.0,0.0,0.0,7.75,3.72,0.0
2005-01-12 18:11:00,0.0,0.0,0.0,0.0,0.0,7.24,3.66,0.0
2005-01-12 19:11:00,0.0,0.0,0.0,0.0,0.0,6.62,3.72,0.0
2005-01-12 20:11:00,0.0,0.0,0.0,0.0,0.0,6.25,3.79,0.0
2005-01-12 21:11:00,0.0,0.0,0.0,0.0,0.0,5.79,3.79,0.0
2005-01-12 22:11:00,0.0,0.0,0.0,0.0,0.0,5.27,3.79,0.0
2005-01-12 23:11:00,0.0,0.0,0.0,0.0,0.0,4.79,3.79,0.0
2005-01-13 00:11:00,0.0,0.0,0.0,0.0,0.0,4.43,3.86,0.0
2005-01-13 01:11:00,0.0,0.0,0.0,0.0,0.0,4.09,3.86,0.0
2005-01-13 02:11:00,0.0,0.0,0.0,0.0,0.0,3.79,3.86,0.0
2005-01-13 03:11:00,0.0,0.0,0.0,0.0,0.0,3.53,3.93,0.0
2005-01-13 04:11:00,0.0,0.0,0.0,0.0,0.0,3.35,4.07,0.0
2005-01-13 05:11:00,0.0,0.0,0.0,0.0,0.0,3.34,4.21,0.0
2005-01-13 06:11:00,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0
2005-01-13 07:11:00,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.0
2005-01-13 08:11:00,72.27,22.0,20.0,0.0,5.91,4.08,4.69,0.0
2005-01-13 09:11:00,397.53,93.01,47.0,0.0,11.24,4.54,4.9,0.0
2005-01-13 10:11:00,198.27,0.0,66.0,0.0,14.7,5.03,5.45,0.0
2005-01-13 11:11:00,138.11,0.0,50.0,0.0,15.99,5.52,5.17,0.0
2005-01-13 12:11:00,42.08,0.0,22.0,0.0,14.99,5.76,5.38,0.0
2005-01-13 13:11:00,223.29,1.0,72.0,0.0,11.79,5.74,4.83,0.0
2005-01-13 14:11:00,98.78,0.0,39.0,0.0,6.68,5.29,5.38,0.0
2005-01-13 15:11:00,0.0,0.0,1.0,0.0,0.04,4.59,5.31,0.0
2005-01-13 16:11:00,0.0,0.0,0.0,0.0,0.0,4.02,4.76,0.0
2005-01-13 17:11:00,0.0,0.0,0.0,0.0,0.0,3.62,4.41,0.0
2005-01-13 18:11:00,0.0,0.0,0.0,0.0,0.0,3.44,4.48,0.0
2005-01-13 19:11:00,0.0,0.0,0.0,0.0,0.0,3.11,4.48,0.0
2005-01-13 20:11:00,0.0,0.0,0.0,0.0,0.0,2.93,4.55,0.0
2005-01-13 21:11:00,0.0,0.0,0.0,0.0,0.0,2.74,4.48,0.0
